=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=169, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=170, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=171, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=172, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=173, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=174, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=175, origin.facId=bigWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=176, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=177, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=178, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=179, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=180, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=181, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=182, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=183, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=184, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=185, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=186, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=187, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=188, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=189, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=190, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=191, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=192, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=193, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=194, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=195, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=196, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=197, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=198, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=199, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=200, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=201, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=202, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=203, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=204, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=205, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=206, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=207, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=208, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=209, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=210, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=211, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=212, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=213, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=214, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=215, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=216, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=217, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=218, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=219, origin.facId=firwoodSupply
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=220, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=221, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=222, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=223, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=224, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=225, origin.facId=cityCommercial_parking1
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=226, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=227, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=228, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=229, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=230, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=231, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=232, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=233, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=234, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=235, origin.facId=coastWarehouse
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=236, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=237, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=238, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=239, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=240, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=241, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=242, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=243, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=244, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=245, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=246, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=247, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=248, origin.facId=cityCommercial_parking2
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=249, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=250, origin.facId=port
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=251, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=252, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=253, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=254, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=255, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=256, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=257, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=258, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=259, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=260, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=261, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=262, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=263, origin.facId=sawmill
[12:03:32] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:03:32] [I] cargoScreen: onCargoGenerated called: cargoId=264, origin.facId=sawmill
